room_type,lead_time,length_of_stay,num_guests,is_weekend,season,previous_cancellations,special_requests,price,is_cancelled
Deluxe,96,3,4,0,high,2,3,18276.0,1
Suite,66,7,2,1,mid,0,2,56425.0,0
Suite,73,6,4,0,high,0,2,67573.0,1
Single,24,7,4,0,low,0,4,10790.0,0
Single,102,3,1,1,mid,2,2,4906.0,1
Single,112,7,4,1,high,0,3,17825.0,1
Deluxe,49,10,3,1,low,1,5,41158.0,0
Single,11,11,1,0,mid,5,1,15273.0,1
Single,102,4,3,1,high,2,0,10604.0,1
Suite,107,5,3,1,mid,1,1,42840.0,1
Suite,61,8,4,1,high,1,0,109055.0,1
Suite,70,8,4,1,mid,0,4,73899.0,0
Double,26,12,2,0,high,0,5,39306.0,0
Deluxe,8,6,2,0,mid,0,3,23809.0,0
Deluxe,114,10,1,1,mid,1,0,44176.0,1
Single,58,13,1,0,high,0,5,23828.0,0
Deluxe,33,5,3,0,mid,0,5,22622.0,0
Deluxe,83,12,4,0,low,1,2,42434.0,1
Double,3,5,1,0,low,0,4,10758.0,0
Suite,9,5,3,0,mid,2,3,40451.0,0
Deluxe,29,10,3,1,high,0,3,68879.0,0
Deluxe,54,9,1,1,mid,2,2,38159.0,0
Deluxe,44,8,1,0,high,0,1,40026.0,0
Suite,22,4,2,0,high,1,1,39239.0,1
Deluxe,42,2,3,0,low,1,2,8699.0,0
Double,40,13,2,1,mid,0,4,34558.0,0
Suite,63,13,4,0,mid,0,4,93410.0,1
Deluxe,68,13,2,0,low,2,0,41224.0,1
Suite,106,8,1,1,mid,0,0,58295.0,0
Single,97,13,1,1,mid,1,2,20977.0,1
Double,35,7,2,0,high,0,4,22358.0,0
Suite,109,2,2,1,mid,1,3,16731.0,0
Deluxe,63,3,3,1,low,0,4,13462.0,1
Suite,22,4,2,0,mid,0,4,31193.0,0
Single,41,6,1,1,high,0,4,13747.0,0
Single,89,14,1,0,mid,0,3,19749.0,0
Suite,99,5,3,1,low,0,0,38758.0,0
Double,45,9,2,0,high,2,1,29873.0,0
Deluxe,19,4,3,0,low,1,4,15957.0,0
Double,23,10,4,1,low,5,1,25690.0,1
Double,12,8,2,1,mid,1,4,21126.0,0
Suite,84,3,3,0,mid,1,2,25038.0,1
Single,60,7,4,0,high,0,0,16696.0,0
Suite,54,2,1,1,low,3,4,14201.0,1
Suite,81,13,3,1,high,0,5,138070.0,0
Deluxe,100,10,2,1,mid,0,2,48113.0,1
Double,96,14,3,1,high,2,0,56675.0,1
Single,16,13,3,0,high,3,2,26831.0,1
Deluxe,71,4,1,0,high,0,5,21169.0,1
Double,106,10,1,1,low,0,1,22624.0,1
Single,93,2,1,1,low,1,0,2779.0,0
Double,39,14,1,0,high,1,4,40316.0,0
Suite,47,11,1,1,mid,0,1,81014.0,1
Double,107,10,3,0,mid,1,0,25829.0,1
Single,3,14,4,0,high,0,4,28337.0,0
Deluxe,63,12,2,0,high,0,2,63204.0,0
Single,14,13,4,0,mid,1,0,22168.0,1
Suite,108,2,3,0,high,0,0,22864.0,0
Suite,4,1,4,1,low,1,1,8711.0,0
Suite,2,14,3,0,high,0,0,152878.0,0
Suite,39,4,1,1,high,2,0,44248.0,1
Single,24,6,3,1,low,0,2,9733.0,1
Single,59,1,3,1,low,4,4,1521.0,0
Double,36,9,3,0,high,1,2,34296.0,0
Double,43,12,4,0,mid,0,0,31629.0,0
Suite,68,12,1,0,low,4,5,59953.0,0
Deluxe,67,9,3,1,low,0,3,35483.0,1
Deluxe,113,10,4,0,low,0,5,43132.0,0
Suite,58,8,1,1,low,3,3,52030.0,0
Deluxe,68,7,2,1,high,3,2,41832.0,0
Double,82,8,4,1,mid,1,3,25617.0,0
Double,21,14,1,0,mid,4,0,30449.0,1
Deluxe,80,4,1,0,low,0,2,13550.0,1
Single,104,7,4,1,mid,0,2,14271.0,1
Deluxe,38,9,1,0,low,0,1,26845.0,0
Deluxe,21,8,3,0,high,0,5,47343.0,0
Deluxe,41,1,4,1,high,1,5,7465.0,0
Deluxe,33,5,2,1,mid,0,2,25095.0,1
Suite,70,10,2,0,high,0,4,93136.0,0
Suite,104,10,2,0,low,0,1,56256.0,1
Deluxe,72,11,2,0,low,0,5,37605.0,0
Double,15,14,2,0,high,1,4,45247.0,0
Single,38,10,3,1,low,0,4,15110.0,1
Suite,83,9,4,1,high,1,3,115652.0,1
Suite,39,5,4,0,low,1,4,36528.0,0
Deluxe,70,6,4,0,high,0,3,40461.0,0
Suite,83,12,1,0,low,2,5,65802.0,0
Suite,39,7,2,0,low,4,3,41831.0,0
Suite,78,11,4,0,mid,0,2,78668.0,0
Deluxe,48,2,3,0,high,1,1,12518.0,0
Single,16,2,2,1,mid,0,5,3752.0,0
Single,45,4,2,1,mid,0,0,7247.0,1
Single,53,3,1,1,low,1,0,3662.0,1
Double,0,9,2,1,low,1,0,24854.0,0
Deluxe,108,9,2,0,low,2,0,29018.0,1
Double,63,8,2,1,high,1,1,32256.0,1
Single,4,5,3,0,low,1,2,7703.0,0
Single,105,9,2,1,low,0,1,12946.0,1
Suite,103,2,1,1,mid,0,2,16288.0,0
Suite,1,7,4,1,mid,0,2,72368.0,0
Double,19,3,2,0,mid,0,2,8147.0,0
Suite,44,2,2,1,low,1,0,14708.0,1
Deluxe,61,3,3,1,mid,0,3,15282.0,0
Suite,87,2,3,0,mid,0,1,15350.0,0
Suite,51,7,3,1,low,0,3,56381.0,0
Deluxe,74,8,1,0,mid,0,0,30413.0,0
Double,1,9,3,0,low,0,5,23384.0,1
Deluxe,79,7,1,1,high,0,4,41677.0,1
Double,110,3,4,0,high,0,2,12904.0,0
Double,63,1,2,0,low,0,2,2192.0,0
Deluxe,55,10,2,0,mid,0,1,39476.0,1
Deluxe,35,14,2,0,mid,3,5,53947.0,1
Deluxe,115,4,2,1,high,0,4,27704.0,1
Double,4,3,3,1,mid,0,2,11115.0,0
Double,34,5,2,0,mid,0,3,13224.0,0
Single,16,4,1,0,low,1,0,4783.0,0
Deluxe,104,4,3,1,low,0,4,16546.0,1
Deluxe,58,7,2,1,mid,0,3,31211.0,0
Suite,111,11,1,1,mid,3,1,76610.0,1
Deluxe,80,10,4,1,high,4,4,59909.0,1
Double,67,14,2,1,high,0,0,49331.0,1
Single,62,6,3,0,mid,0,2,10273.0,1
Single,24,7,1,1,mid,0,5,11393.0,0
Double,68,6,2,1,high,0,4,23584.0,0
Double,82,1,2,0,high,0,0,3349.0,0
Double,116,6,1,0,high,1,3,20248.0,1
Double,66,4,4,1,high,0,4,19151.0,0
Suite,113,7,2,1,mid,0,3,57170.0,1
Single,114,3,3,1,mid,0,1,5235.0,1
Double,63,11,3,0,mid,0,4,28005.0,1
Single,53,12,2,0,low,0,2,15025.0,1
Double,17,14,3,1,mid,0,5,40562.0,0
Deluxe,32,2,3,0,mid,0,5,9275.0,0
Single,106,2,1,1,mid,0,5,3533.0,0
Double,16,14,3,0,low,0,2,30256.0,0
Single,48,12,1,0,mid,1,4,16540.0,0
Suite,84,9,2,0,mid,0,0,59957.0,0
Deluxe,29,5,2,1,mid,0,4,22388.0,0
Single,117,8,2,1,low,2,4,12063.0,1
Single,78,8,1,0,mid,1,4,11541.0,1
Single,3,12,3,0,low,0,0,16206.0,0
Double,29,8,2,0,low,0,2,17187.0,0
Suite,89,1,1,1,low,0,1,6732.0,1
Deluxe,104,10,1,1,high,0,5,57107.0,0
Suite,112,11,3,1,mid,2,3,94199.0,0
Double,102,5,3,0,mid,0,3,14226.0,0
Double,9,2,3,0,high,0,2,8762.0,0
Double,88,2,3,0,mid,0,0,5478.0,1
Single,13,12,4,1,high,0,3,35815.0,0
Suite,9,7,4,0,low,0,3,45496.0,0
Single,83,8,4,0,low,0,2,11989.0,1
Double,57,14,4,1,low,0,3,34703.0,1
Deluxe,78,1,4,0,mid,2,2,5036.0,1
Single,103,3,2,1,high,1,3,7757.0,1
Double,8,12,3,0,mid,3,2,31022.0,0
Double,63,8,3,1,mid,2,4,26020.0,1
Double,100,1,1,0,low,3,5,2080.0,1
Single,53,10,3,1,high,5,2,22063.0,1
Single,63,2,3,0,mid,0,0,3553.0,0
Single,60,11,3,0,low,0,4,14665.0,0
Double,109,12,4,0,high,0,5,43624.0,0
Single,6,12,3,1,mid,1,4,20932.0,1
Suite,106,7,4,0,low,1,2,49534.0,1
Single,98,4,4,0,low,0,3,5884.0,0
Deluxe,98,13,4,0,low,2,2,49136.0,1
Deluxe,49,8,2,1,high,1,4,52864.0,1
Double,62,9,1,1,mid,1,4,26257.0,1
Suite,44,2,2,1,high,0,3,24871.0,0
Single,30,9,3,0,low,0,2,12345.0,0
Single,105,9,4,1,mid,0,1,17939.0,0
Double,61,5,4,1,mid,0,3,16770.0,0
Single,87,11,3,1,mid,1,2,19349.0,1
Double,12,2,3,1,mid,0,5,6891.0,0
Double,95,11,4,0,mid,0,0,30218.0,0
Suite,79,14,3,1,mid,0,5,115819.0,0
Double,120,8,1,0,high,0,4,23902.0,0
Suite,16,2,3,1,low,0,3,16793.0,0
Suite,65,8,2,0,mid,4,5,55340.0,1
Suite,61,8,3,1,mid,0,4,73254.0,0
Single,65,8,3,1,low,3,0,12209.0,1
Suite,6,4,2,1,low,0,2,27588.0,0
Deluxe,57,9,2,1,high,0,5,59220.0,0
Suite,36,4,1,1,low,5,4,25718.0,1
Double,74,8,2,0,low,1,0,15736.0,1
Suite,28,9,4,1,mid,1,1,78353.0,1
Deluxe,52,10,3,1,low,1,5,43042.0,0
Single,75,12,4,0,low,0,0,17527.0,1
Double,7,13,4,1,low,1,5,33344.0,0
Single,95,11,4,1,low,0,3,17431.0,1
Suite,86,12,1,1,mid,1,4,88867.0,0
Double,6,13,2,1,high,3,1,51109.0,1
Single,7,4,1,0,low,2,2,4930.0,0
Deluxe,102,5,1,0,mid,1,4,19732.0,0
Double,34,8,1,0,mid,1,0,19412.0,0
Single,104,7,2,1,low,0,0,11541.0,0
Suite,60,10,1,1,mid,0,3,69022.0,0
Suite,41,1,4,1,low,2,0,8201.0,1
Deluxe,33,2,3,0,low,1,5,7611.0,0
Deluxe,79,11,3,1,low,0,4,46760.0,1
Double,13,12,3,0,low,1,4,25995.0,1
Deluxe,48,5,4,0,high,0,3,32643.0,0
Deluxe,41,5,1,1,high,2,3,29990.0,1
Single,18,8,2,0,high,2,5,16273.0,0
Single,42,7,2,1,low,0,0,10476.0,0
Double,63,3,3,0,high,0,1,12103.0,0
Double,81,8,3,0,mid,1,4,20529.0,0
Single,10,12,4,1,low,0,0,19274.0,1
Single,105,11,3,1,high,5,1,25118.0,1
Suite,106,12,1,1,high,0,0,117380.0,1
Double,83,10,3,0,low,0,0,22212.0,1
Deluxe,111,13,4,1,high,0,2,92802.0,0
Deluxe,51,4,3,1,low,1,3,17594.0,1
Deluxe,99,1,3,0,mid,0,0,4537.0,1
Deluxe,87,2,1,0,low,2,5,6649.0,1
Double,68,14,1,0,low,4,4,28113.0,1
Suite,21,9,1,1,high,1,3,82919.0,0
Double,67,4,1,1,mid,0,0,10805.0,0
Suite,109,12,2,1,low,0,3,79066.0,0
Double,119,5,4,1,high,2,5,22366.0,1
Single,54,9,2,0,high,0,1,18553.0,0
Suite,29,4,3,1,high,2,3,48774.0,0
Single,90,2,4,1,high,2,3,5791.0,1
Suite,9,4,4,0,high,1,4,45734.0,0
Single,18,4,3,1,mid,1,5,7724.0,0
Single,67,8,4,0,low,4,0,11003.0,1
Deluxe,119,1,2,1,high,1,0,6766.0,1
Suite,39,4,2,1,low,1,0,26145.0,0
Double,53,8,2,1,low,0,1,18976.0,0
Single,39,6,4,1,mid,0,2,12491.0,0
Single,53,9,2,1,low,0,5,13892.0,1
Suite,0,10,4,0,mid,3,3,97093.0,1
Deluxe,71,14,1,0,high,1,4,64364.0,0
Single,72,12,1,1,mid,1,3,17626.0,0
Double,38,4,3,0,mid,0,5,11546.0,0
Double,31,10,4,1,mid,2,1,35475.0,1
Single,92,9,3,0,mid,0,4,15511.0,1
Suite,22,9,2,1,low,1,1,58022.0,0
Deluxe,5,12,1,1,low,0,1,41465.0,0
Single,4,3,2,0,mid,2,5,4965.0,0
Deluxe,106,6,2,1,mid,1,0,29620.0,0
Double,44,12,2,0,mid,0,1,29689.0,1
Single,12,13,4,0,low,0,2,17681.0,0
Double,106,1,4,1,low,0,0,3119.0,1
Single,17,7,4,0,mid,0,4,12808.0,0
Single,40,4,1,1,mid,0,2,6381.0,0
Suite,2,3,1,1,mid,0,2,27765.0,0
Deluxe,82,1,2,1,high,0,1,7039.0,0
Single,84,8,3,1,mid,0,5,14335.0,1
Suite,91,10,3,1,low,1,2,75570.0,0
Deluxe,31,8,2,0,mid,0,4,33448.0,0
Suite,39,6,1,0,low,0,3,35358.0,1
Deluxe,113,11,2,0,low,2,5,39217.0,1
Double,99,10,4,0,mid,0,3,28195.0,0
Deluxe,4,13,4,0,low,1,5,49031.0,0
Deluxe,83,5,4,0,low,3,4,17567.0,1
Deluxe,98,4,3,1,high,1,0,29509.0,1
Single,67,7,1,1,mid,0,0,11929.0,1
Double,77,8,4,1,high,0,4,38235.0,0
Single,0,7,1,0,high,2,0,13971.0,1
Double,3,12,2,1,low,2,1,29543.0,0
Single,4,1,4,1,mid,0,4,2248.0,0
Single,19,8,3,0,low,1,2,10646.0,1
Suite,119,7,1,1,mid,2,1,55766.0,0
Single,76,3,3,1,low,2,1,5116.0,1
Suite,94,9,1,1,low,0,1,51846.0,1
Single,35,12,2,0,low,0,5,15136.0,0
Suite,113,8,4,1,high,0,2,96413.0,0
Double,24,2,2,1,low,0,5,4788.0,0
Deluxe,109,2,4,1,mid,1,4,11501.0,1
Double,3,6,3,0,high,0,1,22243.0,0
Double,2,10,3,0,mid,0,0,31067.0,1
Double,9,5,3,0,mid,0,5,14046.0,0
Deluxe,95,5,3,1,low,2,5,22618.0,1
Double,31,13,1,0,high,2,0,39592.0,1
Deluxe,54,1,4,0,mid,2,1,5213.0,0
Suite,57,2,2,1,mid,3,4,16451.0,0
Double,95,3,3,0,high,4,5,11624.0,1
Double,42,14,3,1,low,0,5,34284.0,0
Single,0,7,3,1,mid,0,1,14957.0,0
Double,46,3,2,0,low,2,5,6834.0,0
Single,34,5,4,1,low,1,4,8459.0,0
Single,88,14,1,1,low,0,2,17557.0,1
Suite,90,10,3,1,mid,4,2,91980.0,1
Single,11,4,3,1,low,0,4,6040.0,0
Double,95,4,3,0,mid,3,5,11651.0,1
Suite,8,2,1,1,high,0,5,22853.0,0
Suite,74,11,2,1,high,0,2,119558.0,1
Single,47,2,1,1,low,2,1,3189.0,1
Single,36,5,3,1,high,1,5,13575.0,0
Double,58,5,3,1,low,1,1,13868.0,1
Deluxe,37,9,3,1,mid,1,4,43151.0,0
Suite,96,9,4,0,low,0,3,62320.0,1
Single,116,12,2,0,mid,0,3,17891.0,1
Single,98,5,2,0,low,0,1,6611.0,1
Double,53,6,2,1,mid,0,1,17041.0,0
Suite,60,6,1,0,low,0,3,31873.0,0
Single,54,1,4,1,low,0,1,1835.0,1
Double,96,11,4,1,mid,0,4,32681.0,0
Single,66,8,2,1,low,0,5,11504.0,0
Single,56,7,4,1,mid,0,0,12363.0,0
Suite,49,14,1,0,mid,0,5,88811.0,0
Single,45,3,1,0,mid,3,1,4664.0,1
Double,66,14,2,1,mid,5,0,37968.0,1
Suite,83,10,2,0,high,2,5,101379.0,1
Deluxe,52,4,1,0,high,0,1,22364.0,1
Single,97,10,3,1,low,1,3,15849.0,1
Double,100,11,4,0,mid,0,0,30516.0,0
Suite,51,6,2,1,mid,0,0,48690.0,1
Double,109,5,2,0,low,2,1,11326.0,1
Deluxe,20,12,1,0,low,0,3,36056.0,0
Deluxe,112,3,2,1,low,3,1,12755.0,1
Deluxe,35,1,4,1,mid,1,1,5882.0,1
Single,68,10,4,1,low,0,5,16355.0,0
Suite,34,13,1,0,mid,0,1,84468.0,1
Suite,53,8,1,0,mid,2,0,51485.0,1
Single,41,2,4,1,mid,0,0,4240.0,0
Suite,85,8,1,0,low,0,5,42104.0,0
Suite,9,4,3,0,high,0,2,41957.0,1
Deluxe,101,12,4,0,mid,4,5,58689.0,1
Double,109,9,4,1,low,0,4,23961.0,1
Double,68,5,3,0,low,4,1,12091.0,1
Suite,66,9,2,0,low,1,4,51998.0,1
Single,84,10,4,1,high,0,2,23369.0,0
Suite,24,10,3,1,low,0,3,74248.0,0
Suite,90,6,4,0,low,1,3,40885.0,1
Deluxe,26,8,3,0,low,0,4,29811.0,0
Double,81,1,4,0,low,0,1,2765.0,1
Deluxe,36,6,4,0,mid,0,0,28604.0,0
Single,90,6,1,1,high,2,4,13492.0,0
Suite,95,8,2,0,mid,1,5,53805.0,1
Double,25,14,4,0,high,0,3,52775.0,0
Single,74,14,1,0,low,0,0,15382.0,1
Suite,60,7,3,1,mid,0,0,55304.0,0
Deluxe,35,10,2,1,high,1,3,63556.0,1
Deluxe,71,2,1,1,mid,0,5,9624.0,0
Single,120,7,3,1,high,5,3,19091.0,1
Suite,0,10,4,1,low,2,1,94150.0,1
Deluxe,115,10,4,1,mid,0,3,53914.0,0
Suite,103,14,2,1,mid,2,0,108614.0,1
Suite,64,7,1,1,low,1,2,47481.0,0
Single,73,13,4,0,high,1,5,27452.0,0
Single,44,14,4,0,low,0,3,17647.0,0
Suite,15,9,3,1,low,3,0,64153.0,1
Deluxe,69,2,3,0,high,0,1,13195.0,0
Double,98,6,3,1,mid,2,0,18381.0,1
Double,27,11,1,1,high,0,2,39319.0,1
Deluxe,86,9,1,0,high,0,1,45994.0,0
Suite,90,14,1,0,low,4,5,73356.0,1
Single,91,12,4,1,mid,0,1,21385.0,0
Deluxe,41,1,1,0,high,0,0,5493.0,1
Suite,47,13,3,1,low,2,2,88889.0,1
Double,50,6,2,0,mid,0,4,16700.0,1
Double,103,12,1,1,high,2,4,43808.0,1
Suite,108,8,4,0,low,3,5,53832.0,1
Single,50,7,1,1,high,0,2,16676.0,1
Double,117,2,4,1,mid,0,3,7180.0,0
Double,69,2,4,0,high,5,3,7594.0,1
Suite,46,9,4,1,mid,3,0,82327.0,1
Single,0,8,1,1,mid,0,0,15272.0,0
Double,73,8,4,0,high,1,4,29860.0,0
Single,78,3,3,1,low,1,2,4983.0,0
Suite,117,8,2,1,mid,0,4,60285.0,0
Deluxe,86,1,3,1,high,1,5,6771.0,1
Double,3,3,2,0,high,0,1,10269.0,0
Double,68,7,2,0,high,0,4,22512.0,0
Single,89,9,2,0,mid,0,1,12999.0,1
Suite,60,10,3,1,mid,2,4,92361.0,1
Deluxe,51,14,3,1,mid,0,0,64875.0,0
Double,98,12,1,1,mid,0,1,31911.0,1
Double,73,6,1,1,mid,0,2,17282.0,1
Deluxe,82,11,4,0,low,0,2,39425.0,1
Deluxe,56,2,3,0,low,4,0,7484.0,0
Double,33,13,4,1,mid,0,5,42345.0,0
Double,62,6,2,1,low,0,0,14567.0,0
Deluxe,116,11,2,1,low,4,5,43268.0,1
Deluxe,72,14,2,1,low,0,1,55747.0,0
Deluxe,85,10,3,1,high,0,4,60783.0,1
Single,15,13,4,1,high,2,4,32445.0,1
Double,119,1,3,1,mid,1,2,3302.0,0
Deluxe,29,3,2,1,high,0,3,19199.0,0
Suite,117,9,4,0,high,1,0,94076.0,0
Deluxe,53,8,3,1,low,1,5,32915.0,0
Double,111,2,2,1,low,1,0,5222.0,1
Deluxe,107,11,1,0,low,0,3,33938.0,1
Single,91,1,3,1,low,2,0,1782.0,1
Single,110,14,3,1,mid,0,4,24342.0,0
Deluxe,73,3,4,1,low,1,2,15051.0,1
Suite,102,7,1,1,high,3,2,69392.0,1
Suite,20,12,1,0,mid,2,0,70269.0,1
Deluxe,8,8,4,0,low,1,1,30889.0,1
Single,65,11,3,0,high,0,2,23793.0,1
Suite,97,10,1,1,high,0,4,103149.0,0
Double,92,14,1,1,high,0,3,50725.0,0
Double,63,7,2,1,high,0,1,27982.0,0
Suite,63,14,3,0,high,1,3,138544.0,0
Deluxe,73,8,1,0,mid,1,1,31797.0,1
Deluxe,105,13,2,1,high,0,3,73736.0,1
Double,101,11,3,1,low,0,3,27769.0,0
Suite,13,2,4,1,mid,2,1,22503.0,1
Double,72,10,2,1,mid,0,1,29465.0,0
Deluxe,46,13,2,1,low,0,3,49542.0,0
Suite,96,2,2,1,low,0,3,15286.0,1
Deluxe,61,12,1,0,low,0,5,33887.0,0
Single,119,2,1,1,low,1,2,2809.0,1
Double,52,13,4,1,low,0,2,32911.0,0
Double,82,12,1,1,mid,0,2,31348.0,0
Suite,13,3,4,0,high,0,5,33815.0,0
Deluxe,112,11,1,1,mid,0,1,45757.0,0
Double,18,2,3,1,mid,0,2,6501.0,0
Deluxe,45,8,4,0,low,0,2,28816.0,1
Deluxe,101,13,3,0,high,2,3,74831.0,1
Double,117,3,3,0,low,2,4,6609.0,1
Double,58,3,2,1,low,0,2,7477.0,1
Suite,58,6,3,0,mid,0,1,43240.0,1
Deluxe,5,6,3,0,high,1,4,34134.0,0
Single,118,1,2,0,high,0,1,2209.0,1
Deluxe,1,7,1,0,high,0,5,41499.0,0
Deluxe,3,4,4,1,mid,0,3,20404.0,0
Deluxe,57,2,1,1,mid,0,2,8854.0,0
Deluxe,0,4,4,1,mid,5,1,22216.0,1
Suite,19,1,4,1,low,0,4,8228.0,0
Double,75,13,1,0,low,4,3,24397.0,1
Double,85,14,3,1,high,2,5,56941.0,1
Single,36,6,3,0,high,5,4,11971.0,1
Deluxe,96,13,1,1,low,1,4,45962.0,0
Double,73,7,4,0,low,2,0,16495.0,1
Double,27,13,1,1,low,0,0,26256.0,0
Deluxe,86,3,1,0,mid,2,3,11800.0,1
Double,71,4,4,0,low,0,0,10544.0,1
Double,98,11,3,0,mid,1,5,28566.0,1
Double,18,4,1,1,low,1,5,8964.0,1
Double,27,12,1,0,low,0,3,22580.0,0
Single,36,6,2,1,low,0,4,8699.0,0
Suite,41,6,1,0,high,0,2,55492.0,1
Single,107,7,1,1,low,0,5,10167.0,1
Double,88,12,3,0,mid,0,0,32538.0,0
Deluxe,65,1,1,0,mid,0,1,3996.0,1
Single,65,11,2,0,high,0,4,22867.0,0
Deluxe,107,11,2,1,low,0,4,39672.0,0
Deluxe,54,12,4,0,mid,0,1,57695.0,1
Deluxe,27,14,4,0,low,0,4,48715.0,0
Double,16,11,4,1,mid,0,2,31711.0,0
Single,39,8,2,1,mid,0,5,14807.0,0
Suite,79,7,3,1,high,0,1,80004.0,0
Double,56,6,3,1,high,5,4,25813.0,1
Suite,51,12,4,1,high,0,1,136503.0,1
Single,58,6,3,1,high,0,0,17217.0,0
Single,117,9,4,1,low,0,4,16426.0,0
Suite,120,2,3,0,mid,2,4,17321.0,0
Suite,19,5,4,0,low,0,1,35571.0,1
Suite,13,4,3,0,low,0,3,28093.0,0
Suite,29,7,3,1,mid,0,5,61281.0,1
Single,103,8,3,0,mid,0,2,13672.0,0
Suite,55,11,2,1,mid,0,3,84304.0,0
Deluxe,104,7,3,0,high,5,1,44483.0,1
Single,78,3,2,0,mid,5,3,4653.0,1
Single,66,8,3,0,high,0,5,17173.0,0
Suite,34,1,2,0,high,0,3,9968.0,0
Double,41,12,4,1,high,0,0,51895.0,1
Suite,17,11,3,0,low,4,4,67004.0,1
Single,62,4,3,0,mid,3,2,6916.0,1
Double,33,4,1,0,mid,0,0,9467.0,1
Double,35,1,4,0,high,0,3,4350.0,1
Double,4,6,4,1,low,0,1,18584.0,0
Deluxe,96,1,1,1,low,2,5,3925.0,1
Suite,113,14,2,0,low,0,5,86950.0,0
Suite,60,2,3,0,low,0,4,14436.0,0
Deluxe,64,10,4,0,high,0,3,67448.0,0
Single,112,8,3,0,low,0,1,10970.0,1
Suite,61,4,2,1,low,2,0,26291.0,1
Deluxe,75,12,2,1,mid,0,0,51185.0,0
Deluxe,51,2,4,0,mid,0,2,9524.0,0
Deluxe,62,13,4,0,low,1,1,45933.0,0
Suite,63,11,4,0,mid,1,5,76497.0,0
Suite,86,9,2,0,mid,1,1,65804.0,0
Deluxe,73,13,2,0,high,2,1,60513.0,1
Deluxe,60,6,1,1,mid,0,4,27438.0,0
Deluxe,9,4,4,0,high,0,5,28820.0,0
Double,109,3,4,0,low,0,2,7445.0,1
Double,107,13,1,1,high,1,0,45262.0,0
Deluxe,22,6,1,0,mid,3,0,22346.0,1
Single,35,12,3,0,mid,0,3,19352.0,1
Double,117,5,2,0,mid,1,5,12186.0,0
Deluxe,38,14,2,0,low,1,2,44430.0,0
Suite,98,13,2,0,low,4,0,77635.0,1
Deluxe,95,5,3,0,high,0,2,29994.0,1
Double,104,7,4,1,high,0,0,29089.0,1
Double,1,12,4,1,low,1,2,37809.0,1
Deluxe,58,4,2,0,mid,2,2,15675.0,1
Deluxe,68,1,4,0,mid,1,4,4980.0,1
Single,101,5,3,0,mid,2,0,8595.0,1
Deluxe,27,9,1,1,low,0,2,32569.0,0
Double,37,2,4,0,high,1,1,9338.0,0
Deluxe,21,5,2,1,mid,0,2,24721.0,0
Suite,92,13,3,1,mid,0,5,105746.0,1
Suite,120,2,3,0,mid,0,4,16562.0,1
Deluxe,16,1,4,0,mid,0,5,5012.0,1
Double,28,6,4,0,low,0,0,15053.0,0
Double,37,1,4,1,high,1,4,4871.0,0
Single,107,1,3,0,low,2,5,1447.0,1
Suite,53,3,2,0,high,0,4,30325.0,0
Suite,34,2,2,1,high,0,4,22652.0,0
Suite,39,12,4,1,mid,0,0,96500.0,1
Double,72,2,1,0,mid,0,4,5232.0,1
Double,46,8,3,0,low,0,5,17821.0,0
Suite,16,10,3,1,mid,0,1,85577.0,0
Deluxe,99,9,1,0,mid,3,2,31861.0,1
Deluxe,51,10,3,1,low,0,2,39767.0,0
Double,31,6,2,1,low,1,0,14262.0,1
Double,88,13,2,0,high,1,0,43676.0,1
Deluxe,90,1,3,0,low,0,1,4179.0,0
Suite,18,2,1,1,low,0,0,13566.0,1
Double,8,12,1,1,low,0,3,25399.0,0
Suite,5,1,2,0,mid,0,0,6920.0,0
Single,92,3,3,1,mid,2,0,6117.0,1
Double,75,3,1,1,high,0,3,11025.0,0
Suite,95,1,2,1,mid,0,1,8208.0,0
Suite,75,2,2,1,low,0,2,14653.0,0
Suite,48,9,3,0,mid,0,2,66110.0,0
Double,71,10,2,1,low,3,2,22194.0,1
Suite,87,2,1,1,high,0,2,20032.0,1
Suite,48,14,3,0,low,1,0,85481.0,1
Suite,110,2,4,0,low,0,0,14130.0,1
Single,108,10,3,1,mid,0,2,18674.0,1
Deluxe,96,12,2,1,low,0,3,45430.0,1
Suite,120,8,2,0,mid,3,4,59192.0,1
Suite,47,7,1,1,mid,0,1,50765.0,0
Single,13,2,1,1,high,1,0,4665.0,0
Suite,58,4,2,1,low,0,3,29588.0,0
Single,90,12,3,1,mid,1,5,20702.0,0
Double,94,5,2,1,mid,0,1,15744.0,0
Deluxe,47,1,4,0,low,1,0,3865.0,1
Double,35,11,3,1,mid,0,2,31641.0,0
Deluxe,53,10,1,1,high,0,3,51697.0,0
Single,97,1,3,1,high,2,3,2602.0,0
Deluxe,7,1,3,1,high,0,0,7148.0,0
Deluxe,39,2,1,0,mid,0,3,8249.0,0
Deluxe,27,1,2,1,low,0,2,4190.0,0
Double,97,9,4,1,high,0,0,38663.0,1
Double,56,2,2,1,low,0,5,4821.0,0
Double,10,9,2,0,mid,0,3,20999.0,0
Double,31,3,1,0,high,0,1,10076.0,1
Deluxe,5,14,1,0,high,0,4,68671.0,0
Double,57,11,2,1,high,1,4,40628.0,0
Double,120,6,4,1,low,3,1,18318.0,1
Double,68,7,4,0,mid,1,5,19429.0,0
Single,105,1,3,0,low,0,3,1450.0,1
Deluxe,89,1,4,1,high,1,1,7583.0,1
Suite,106,8,3,1,mid,0,2,74787.0,1
